gene	score	logfoldchange	pval	pval_adj	cluster
Csk	8,289610862731934	1,8436092138290405	1,1361982833318766e-16	8,378212854656903e-15	B cells
Iglc1	8,288272857666016	2,8892438411712646	1,149047472580822e-16	8,44818675381426e-15	B cells
Grb2	8,284656524658203	1,0783015489578247	1,1845076848537618e-16	8,683511876282169e-15	B cells
Cd69	8,270195007324219	2,5187649726867676	1,3374027803339859e-16	9,719362113149732e-15	B cells
Sub1	8,269370079040527	0,8141027688980103	1,3466875095147517e-16	9,758633264192631e-15	B cells
Rpl15	8,247106552124023	0,9583069682121277	1,622752593991897e-16	1,1658318278836071e-14	B cells
Pdcd4	8,185552597045898	1,5921046733856201	2,710577306074963e-16	1,925352157097597e-14	B cells
Cyb561a3	8,176606178283691	1,9605745077133179	2,9195122789450635e-16	2,0563343488536028e-14	B cells
Irf8	8,13908576965332	1,1912962198257446	3,9827446249703186e-16	2,7818364887466296e-14	B cells
Cd53	8,136008262634277	1,1647206544876099	4,0852407610035105e-16	2,845522962200368e-14	B cells
Il16	8,094559669494629	1,9845553636550903	5,747200327724059e-16	3,992081553608328e-14	B cells
Rpl7a	8,084898948669434	0,6096048951148987	6,221569200866894e-16	4,2978394932911554e-14	B cells
Itgb7	8,077311515808105	1,0314602851867676	6,621026406730245e-16	4,54878986331235e-14	B cells
Add3	8,065235137939453	0,8825953006744385	7,309523994867988e-16	5,0081193692358465e-14	B cells
Sept1	8,061647415161133	2,2386398315429688	7,527316306081025e-16	5,1433252314241135e-14	B cells
Gimap3	7,986181259155273	2,033328056335449	1,3918312755799995e-15	9,407956296897603e-14	B cells
Dock10	7,9813432693481445	1,2225171327590942	1,4474953599787925e-15	9,757981454870438e-14	B cells
Acp5	7,969411849975586	1,1614857912063599	1,5943139229796996e-15	1,0690406291553212e-13	B cells
Akap13	7,9460859298706055	0,6498230695724487	1,9249696741776404e-15	1,283908818493283e-13	B cells
Dock2	7,90131139755249	1,6090196371078491	2,7598463258780495e-15	1,8262193648474618e-13	B cells
Ccr7	7,874937057495117	2,413775682449341	3,409144054405835e-15	2,238196533891246e-13	B cells
Hnrnpc	7,846468925476074	0,680875301361084	4,2791419835848474e-15	2,766041778335244e-13	B cells
Cnbp	7,820042133331299	0,6226369142532349	5,280568687803108e-15	3,404612811661773e-13	B cells
Bptf	7,805448532104492	0,7996214628219604	5,9290302196069485e-15	3,8129274903329083e-13	B cells
Lmo2	7,784848213195801	2,4760754108428955	6,979687381621369e-15	4,465756722922883e-13	B cells
Gmip	7,7786407470703125	1,6626546382904053	7,330787625870823e-15	4,666649489937262e-13	B cells
Rps25	7,740501880645752	0,6553359031677246	9,902508467252852e-15	6,287842813360428e-13	B cells
Mif4gd	7,709977149963379	1,6321920156478882	1,2584030339150591e-14	7,950388012008583e-13	B cells
Rpl29	7,689054489135742	0,882768452167511	1,4822642360879496e-14	9,341236645722178e-13	B cells
Rps29	7,656063079833984	0,6320480704307556	1,917197816333913e-14	1,1992024649680656e-12	B cells
Kmt2a	7,646500587463379	0,824215829372406	2,0652270567787295e-14	1,288588941506232e-12	B cells
Btk	7,641260623931885	2,6094210147857666	2,1510528063435465e-14	1,338817396423477e-12	B cells
Nop56	7,626973628997803	1,2731709480285645	2,403286511474185e-14	1,4921145513831698e-12	B cells
Rpl28	7,607975482940674	0,6114019751548767	2,784223377967589e-14	1,7223829065166442e-12	B cells
Hip1r	7,606241226196289	1,19873046875	2,821821892473203e-14	1,732939555900939e-12	B cells
Map4k2	7,5912933349609375	1,2263954877853394	3,167276034078711e-14	1,9374607785458577e-12	B cells
Klf2	7,590997219085693	0,7058110237121582	3,174523128895977e-14	1,9374607785458577e-12	B cells
Pld4	7,56749963760376	1,441453456878662	3,8047611484319266e-14	2,3164823021143047e-12	B cells
Malt1	7,5639753341674805	1,443629503250122	3,9093325240299586e-14	2,374400152578099e-12	B cells
Etnk1	7,561598777770996	1,0624090433120728	3,981447919953472e-14	2,412373685475423e-12	B cells
Haao	7,5562424659729	3,7670533657073975	4,148798535150342e-14	2,5077293068835417e-12	B cells
P2ry10	7,548557281494141	2,658942461013794	4,4010658513826685e-14	2,6538321542689974e-12	B cells
Itga4	7,539082050323486	1,4825334548950195	4,732916026698522e-14	2,8471094136682852e-12	B cells
Ncf4	7,527922630310059	1,8442661762237549	5,1553928874042495e-14	3,086484622709044e-12	B cells
Ciita	7,491708278656006	1,7682585716247559	6,798282602626859e-14	4,050777631351952e-12	B cells
Il21r	7,485817909240723	2,432497024536133	7,11028094734242e-14	4,216698453323706e-12	B cells
Gm4759	7,4755706787109375	1,9862788915634155	7,686939595394562e-14	4,5479552029693235e-12	B cells
Arhgap25	7,462695598602295	1,9330568313598633	8,476990452482067e-14	5,003613261212713e-12	B cells
Lbh	7,452829360961914	1,721030354499817	9,135946093689944e-14	5,379938279293528e-12	B cells
Ncl	7,42216682434082	0,5284451842308044	1,152194153479688e-13	6,769140651693166e-12	B cells
Rcsd1	7,387131690979004	1,5471915006637573	1,5002975635712078e-13	8,773251682790237e-12	B cells
Ppp1ca	7,359018325805664	0,8144699335098267	1,8526781492026615e-13	1,0783701866134473e-11	B cells
Itsn2	7,343293190002441	0,794977605342865	2,0840146405900388e-13	1,2074319847381688e-11	B cells
Tnfrsf13b	7,3380584716796875	3,2168877124786377	2,1671452739169866e-13	1,2527096071871869e-11	B cells
Smg1	7,331760883331299	0,9245198965072632	2,2714789039671851e-13	1,310007730281075e-11	B cells
B3gnt5	7,269283771514893	4,211426258087158	3,6139864582921276e-13	2,070015706008099e-11	B cells
Rpl39	7,238848686218262	0,8253120183944702	4,5250925397820144e-13	2,574286242371465e-11	B cells
H2-Eb2	7,18094539642334	4,408071994781494	6,923111516268526e-13	3,9119469455409456e-11	B cells
Kmt2e	7,169695854187012	0,6134832501411438	7,516449806733262e-13	4,228213207836865e-11	B cells
Tcof1	7,15342903137207	1,6795587539672852	8,463661115836018e-13	4,750418722270015e-11	B cells
Tmem131l	7,138068675994873	2,245065927505493	9,465132968374858e-13	5,277178902212546e-11	B cells
Hnrnpdl	7,098179817199707	0,750452995300293	1,2641078417529401e-12	6,985932237555534e-11	B cells
Igfbp7	24,03452491760254	4,371952533721924	1,2118154697615631e-127	3,047109998715451e-123	CEC
Emp2	23,42204475402832	4,3183794021606445	2,548331604324961e-121	3,203889909537557e-117	CEC
Car4	22,006206512451172	4,661676406860352	2,5114608249923413e-107	2,1050227481477474e-103	CEC
Cyp4b1	21,17987632751465	3,991455316543579	1,4641684816444538e-99	9,204129117737448e-96	CEC
Kdr	21,124523162841797	4,715664863586426	4,733787545959498e-99	2,3806217568630318e-95	CEC
Ly6a	20,801509857177734	3,0169551372528076	4,19393572687597e-96	1,7576085642049376e-92	CEC
Tbx3	20,460542678833008	4,474851608276367	4,839700753039508e-93	1,7384896490739776e-89	CEC
Ly6c1	20,42333221435547	3,437783718109131	1,0374082166007214e-92	3,260703700803142e-89	CEC
Adgrf5	19,258811950683594	2,22672963142395	1,1907777869692719e-82	3,326900828149149e-79	CEC
Ednrb	19,138134002685547	6,458685398101807	1,2154720859513925e-81	3,0563045601247766e-78	CEC
Timp3	19,032590866088867	3,0401134490966797	9,16105163029958e-81	2,0941331203989356e-77	CEC
Pecam1	18,193164825439453	2,7896173000335693	5,8463905604323625e-74	1,2250624220172647e-70	CEC
Rgs12	18,155994415283203	3,975972890853882	1,1512299746550779e-73	2,191923940527797e-70	CEC
Prx	18,152790069580078	4,4619832038879395	1,2203990919621856e-73	2,191923940527797e-70	CEC
Slc9a3r2	18,1040096282959	2,8289830684661865	2,962919348512348e-73	4,9668404678895325e-70	CEC
Egfl7	17,67084503173828	2,664386510848999	7,033557213314834e-70	1,1053674758050094e-66	CEC
Thbd	16,938827514648438	2,6119940280914307	2,3271684565612473e-64	3,442155931778386e-61	CEC
Icam2	16,853172302246094	3,606452226638794	9,9434264378902e-64	1,3890414321152725e-60	CEC
Cdh5	16,57539939880371	2,769357681274414	1,0496213122800766e-61	1,3890909419622382e-58	CEC
Fibin	16,5653076171875	5,97710657119751	1,2414372647764632e-61	1,5607970011402084e-58	CEC
Ramp2	16,528305053710938	2,7478222846984863	2,2950654970212563e-61	2,7480677105999755e-58	CEC
Kitl	16,473703384399414	4,159231662750244	5,669042905405194e-61	6,47945835710971e-58	CEC
Acvrl1	16,237655639648438	2,5964298248291016	2,731633878565066e-59	2,9863884294138515e-56	CEC
Clic5	16,0758113861084	2,69944167137146	3,770275009730386e-58	3,95014854665294e-55	CEC
Cdkn1a	15,847784042358398	2,509369134902954	1,456271377841809e-56	1,4647177518332913e-53	CEC
Nrp1	15,820551872253418	2,9136226177215576	2,2451478376014657e-56	2,1713170144803407e-53	CEC
Calcrl	15,740707397460938	2,3783843517303467	7,954917426748001e-56	7,408385136873277e-53	CEC
Clic4	15,206766128540039	2,1473278999328613	3,1891077716736458e-52	2,8639326756690653e-49	CEC
Tspan13	15,138922691345215	3,006747007369995	8,96701842831746e-52	7,77502339241526e-49	CEC
App	15,058460235595703	1,9215290546417236	3,0378015240993685e-51	2,5461839774492872e-48	CEC
Klf4	14,702929496765137	2,3386361598968506	6,173014496729335e-49	4,8506390475080976e-46	CEC
Podxl	14,698043823242188	2,581110715866089	6,634850781352369e-49	5,0555552393062216e-46	CEC
Pmp22	14,620138168334961	3,3848013877868652	2,089766846115571e-48	1,545505510164001e-45	CEC
Ace	14,284297943115234	2,3381547927856445	2,741590137686948e-46	1,9696366860610945e-43	CEC
Ehd4	14,265774726867676	2,175976037979126	3,576004638742055e-46	2,497739906699138e-43	CEC
Sptbn1	14,181276321411133	1,6551287174224854	1,1965001309617293e-45	8,131350214333157e-43	CEC
Smarca2	14,177286148071289	2,298640012741089	1,2665059574657002e-45	8,380603236967113e-43	CEC
Tspan7	14,13312816619873	2,1418192386627197	2,3736078233083815e-45	1,5303684286433143e-42	CEC
Adgre5	13,866565704345703	1,879231333732605	1,0099773894611457e-43	6,348970364500128e-41	CEC
Fgfr3	13,673123359680176	3,0770864486694336	1,4695058635533344e-42	9,012371936353314e-40	CEC
Scn7a	13,595013618469238	2,767531156539917	4,286792613870051e-42	2,566461911327677e-39	CEC
Tmem204	13,3950834274292	3,540113687515259	6,460352357928818e-41	3,7778037218632586e-38	CEC
Nhlrc2	13,16123104095459	3,4711790084838867	1,4667656621561141e-39	8,382232403389885e-37	CEC
S1pr1	13,133282661437988	2,425161600112915	2,1225236561749315e-39	1,1860190518781922e-36	CEC
Klf7	13,060988426208496	2,738135576248169	5,5008661934253513e-39	3,0069408789930536e-36	CEC
Cavin2	12,9004487991333	2,1023309230804443	4,474828910826201e-38	2,3441577700567672e-35	CEC
Epas1	12,805824279785156	1,5152214765548706	1,5210253002969762e-37	7,805343097136217e-35	CEC
Sema3f	12,782415390014648	3,1016809940338135	2,0558507881566552e-37	1,0338873613639818e-34	CEC
Clu	12,689421653747559	2,586205244064331	6,7683405668995475e-37	3,3370573246017474e-34	CEC
Flt1	12,680432319641113	2,0276381969451904	7,591206183637286e-37	3,67078614399153e-34	CEC
Nes	12,65845775604248	3,0401241779327393	1,0045397404195056e-36	4,765877692990277e-34	CEC
Cd34	12,573524475097656	3,9776930809020996	2,95261908810313e-36	1,3748816105620964e-33	CEC
Tmcc2	12,456623077392578	3,4402716159820557	1,2870631863579372e-35	5,88421887654006e-33	CEC
Bmpr2	12,406576156616211	1,9177712202072144	2,4072902959617467e-35	1,0809163302135379e-32	CEC
Esam	12,30652141571045	2,370737075805664	8,354683375146346e-35	3,6855879555799106e-32	CEC
Mapt	12,271002769470215	3,1997458934783936	1,2963779562447411e-34	5,620245467202416e-32	CEC
Jun	12,199732780456543	1,5717917680740356	3,118467883370326e-34	1,3290487275821502e-31	CEC
Afap1l1	12,178410530090332	2,3568739891052246	4,051011514572612e-34	1,6977114088988054e-31	CEC
Ecscr	12,141165733337402	3,2232072353363037	6,390911989065543e-34	2,6344177371320177e-31	CEC
Serinc3	12,07524585723877	1,384129524230957	1,4273740343484677e-33	5,7889225957568095e-31	CEC
Fendrr	12,035018920898438	2,2193000316619873	2,325799709216089e-33	9,282894236228342e-31	CEC
Cyth3	11,996112823486328	2,5840132236480713	3,723775665560308e-33	1,4630365486017804e-30	CEC
Arap3	11,906512260437012	2,6105639934539795	1,0946085116041103e-32	4,234450926813131e-30	CEC
Tbx2	11,716797828674316	4,22145414352417	1,0454983537823706e-31	3,98319031906935e-29	CEC
Clec1a	11,709271430969238	2,479562282562256	1,1425702963218927e-31	4,2880492688080586e-29	CEC
Tmem100	11,694303512573242	1,6625399589538574	1,3630092054146313e-31	5,0401274220810157e-29	CEC
Trib2	11,678845405578613	3,3349101543426514	1,6350047147739148e-31	5,958288920723202e-29	CEC
Tspan18	11,54903793334961	3,2715725898742676	7,465108378641892e-31	2,681573574013577e-28	CEC
Fmo1	11,524456977844238	2,7629661560058594	9,933604470238053e-31	3,518034991607547e-28	CEC
Pcdh1	11,516402244567871	3,61259126663208	1,090707388147845e-30	3,8091440659691053e-28	CEC
Sept4	11,500163078308105	3,606060743331909	1,3166611363209246e-30	4,535266338738308e-28	CEC
Selenop	11,401908874511719	1,6373480558395386	4,09050251610113e-30	1,3899416995589582e-27	CEC
Hpgd	11,390728950500488	1,5523792505264282	4,650844977949187e-30	1,5592732929404307e-27	CEC
Rasgrp2	11,374850273132324	2,954425811767578	5,5798305845304176e-30	1,846116316421281e-27	CEC
Slfn5	11,275152206420898	2,491684913635254	1,7407702525105612e-29	5,684632207711437e-27	CEC
Ptp4a3	11,270415306091309	4,302990913391113	1,83701637085973e-29	5,92202264682922e-27	CEC
Tuba1a	11,159773826599121	2,153498411178589	6,415451238375719e-29	2,041981283404525e-26	CEC
Timp2	11,058330535888672	1,7853127717971802	1,9978232624400823e-28	6,279408241756984e-26	CEC
Fkbp1a	10,930906295776367	2,0662012100219727	8,202534418196365e-28	2,5152771700676533e-25	CEC
Slco2a1	10,808501243591309	1,7125365734100342	3,1375529967591483e-27	9,505273506446841e-25	CEC
Piezo2	10,755857467651367	4,195915222167969	5,561406980904503e-27	1,6647806968433777e-24	CEC
Hspa12b	10,738279342651367	2,9452965259552	6,728701300259178e-27	1,9905081670002005e-24	CEC
Itm2b	10,72728157043457	1,0901967287063599	7,57930946680789e-27	2,216066703987028e-24	CEC
Slc43a3	10,714405059814453	1,8803305625915527	8,711545056682611e-27	2,5178367867848764e-24	CEC
Cd36	10,619058609008789	1,4999253749847412	2,4299992548979785e-26	6,943446734592007e-24	CEC
Arhgef12	10,594541549682617	2,1471004486083984	3,1588431033612644e-26	8,924619082474045e-24	CEC
Cldn5	10,562252044677734	2,7567129135131836	4,458363729729394e-26	1,245617288711618e-23	CEC
Aqp1	10,551264762878418	1,748453140258789	5,011808864047003e-26	1,384856416334746e-23	CEC
Ybx1	10,523335456848145	1,2959951162338257	6,744270800924657e-26	1,843311840100549e-23	CEC
Ctla2a	10,409841537475586	1,7345588207244873	2,2359405797795984e-25	6,04545439554387e-23	CEC
Myzap	10,306849479675293	2,5038583278656006	6,561700446233874e-25	1,755254869367561e-22	CEC
Hspb1	10,281754493713379	2,9010257720947266	8,51629013941553e-25	2,2541275321642475e-22	CEC
Gata2	10,192781448364258	1,910605788230896	2,1356425877756272e-24	5,593826340585223e-22	CEC
Cav1	10,114885330200195	1,8919810056686401	4,745724550254972e-24	1,2302190084140336e-21	CEC
Marcks	10,010286331176758	1,818676471710205	1,3735392743279035e-23	3,524249495201544e-21	CEC
Cav2	9,866623878479004	2,292234420776367	5,808695607273589e-23	1,460596510448944e-20	CEC
Atp8a1	9,846829414367676	1,5325645208358765	7,074039328394729e-23	1,7611556327968857e-20	CEC
Plpp1	9,751264572143555	2,3756651878356934	1,8218374244215396e-22	4,491186474223491e-20	CEC
Foxf1	9,743006706237793	2,443040132522583	1,9761823139870923e-22	4,8243790568160613e-20	CEC
Tmod2	9,667608261108398	3,8859989643096924	4,1394034355007813e-22	1,0008201864006455e-19	CEC
Id3	9,654691696166992	1,8532423973083496	4,695687495098828e-22	1,1245053529929528e-19	CEC
Mxd4	9,620863914489746	1,571900725364685	6,528044219381152e-22	1,5485629424182929e-19	CEC
Apln	9,614974975585938	6,603413105010986	6,9126304333284245e-22	1,6244681518321796e-19	CEC
Ly6e	9,532949447631836	1,0799813270568848	1,5287689503802581e-21	3,559342153454777e-19	CEC
Cd47	9,423762321472168	1,4180577993392944	4,352093410835103e-21	1,003976044178428e-18	CEC
Adgrl2	9,34311580657959	3,164163827896118	9,35396968816983e-21	2,138232434627549e-18	CEC
Rasip1	9,277883529663086	1,9809975624084473	1,728782103674956e-20	3,8812701782952475e-18	CEC
Crip2	9,267395973205566	1,729744553565979	1,907465220972558e-20	4,244532122243802e-18	CEC
Tmem140	9,265303611755371	2,671674966812134	1,9452260773630814e-20	4,290588571517078e-18	CEC
Sema6a	9,231728553771973	3,2451188564300537	2,6629985989223913e-20	5,772508600853753e-18	CEC
Sema7a	9,214134216308594	3,686115026473999	3,1379964178701536e-20	6,744010250200429e-18	CEC
Caskin2	9,188005447387695	2,5893945693969727	4,001912199258574e-20	8,527803580538716e-18	CEC
Emp1	9,181102752685547	2,259951114654541	4,266988255339731e-20	9,01625375466534e-18	CEC
Arhgef3	9,178921699523926	2,931666851043701	4,3542795707713833e-20	9,124029983920535e-18	CEC
Stard9	9,139951705932617	2,6970112323760986	6,248024484155512e-20	1,2984014516866969e-17	CEC
Fermt2	8,993890762329102	1,8786571025848389	2,386304611110545e-19	4,878343857428834e-17	CEC
Rock2	8,991991996765137	1,6182454824447632	2,4279037645499582e-19	4,923358077387798e-17	CEC
Dusp3	8,882230758666992	1,9228901863098145	6,553287643959319e-19	1,3182593424588566e-16	CEC
Bcam	8,753229141235352	2,2883522510528564	2,073334450321959e-18	4,105038956956351e-16	CEC
Col4a1	8,715771675109863	1,5775021314620972	2,8878488011578896e-18	5,67304360196212e-16	CEC
Stmn2	8,662090301513672	2,947455406188965	4,631914488118898e-18	9,028642620445711e-16	CEC
Eng	8,62646770477295	2,037010431289673	6,327599164005414e-18	1,2239036998378165e-15	CEC
Hyal1	8,619544982910156	4,18412446975708	6,72208807615812e-18	1,2902817150763048e-15	CEC
Syne1	8,482799530029297	1,5719325542449951	2,1983932967769017e-17	4,156285672740992e-15	CEC
Krt80	8,466283798217773	2,7751176357269287	2,5334675455159063e-17	4,754032942686378e-15	CEC
Myct1	8,364874839782715	3,0946667194366455	6,017897146072717e-17	1,1045257207153173e-14	CEC
B2m	8,294988632202148	0,7785444855690002	1,0859549415337683e-16	1,9787200728164208e-14	CEC
Map3k6	8,282913208007812	3,1477410793304443	1,2019784396985164e-16	2,174370350087712e-14	CEC
Map7d1	8,164305686950684	1,7816799879074097	3,2328853675631833e-16	5,806493040526875e-14	CEC
Mgll	8,151039123535156	2,497821807861328	3,608110196838159e-16	6,434463184361385e-14	CEC
Sptan1	8,108444213867188	1,355396032333374	5,127213836492873e-16	9,039156790883665e-14	CEC
Add3	8,10812759399414	1,4313024282455444	5,140582307004829e-16	9,039156790883665e-14	CEC
Nkd1	8,078760147094727	2,0646612644195557	6,542871767067725e-16	1,142503545714708e-13	CEC
Nipal3	8,07077407836914	2,895315647125244	6,98539555022033e-16	1,2113639386916565e-13	CEC
Gnai2	8,069058418273926	1,0649805068969727	7,084257478260152e-16	1,220093522540079e-13	CEC
Arhgef15	8,0507173538208	2,472623109817505	8,231001237764543e-16	1,4079491573033296e-13	CEC
Stard8	8,043458938598633	2,6664533615112305	8,733778282271615e-16	1,4838571277548632e-13	CEC
Itga3	8,03989315032959	3,702096939086914	8,991675440318417e-16	1,5174206640725275e-13	CEC
Id1	8,00070571899414	1,831834077835083	1,237085942236305e-15	2,0737684011687926e-13	CEC
Adcy4	7,979689598083496	1,8860164880752563	1,4670174655319885e-15	2,4429241172716455e-13	CEC
Arhgap29	7,896605968475342	2,0685393810272217	2,866004204174707e-15	4,71017488326621e-13	CEC
Ctnna1	7,889267921447754	1,146562933921814	3,039644440881087e-15	4,963107757529541e-13	CEC
Fnbp1l	7,8600287437438965	1,8957419395446777	3,840448020964205e-15	6,194905405106442e-13	CEC
Ccdc68	7,85414457321167	4,108248710632324	4,0250992621866025e-15	6,44656821322816e-13	CEC
Fmnl2	7,8423261642456055	2,6015236377716064	4,422752423702365e-15	7,038614537594682e-13	CEC
Klf2	7,803860187530518	1,4605391025543213	6,004168280308124e-15	9,495271157757722e-13	CEC
Chst1	7,742999076843262	6,354218482971191	9,709888282874434e-15	1,5164915582166314e-12	CEC
Pxdn	7,735690593719482	2,5530078411102295	1,0284346248111948e-14	1,5962955951158948e-12	CEC
Tie1	7,70064115524292	1,457085132598877	1,3538512026112693e-14	2,0885023613288572e-12	CEC
Smurf2	7,667367458343506	2,1012771129608154	1,75562560873401e-14	2,6816606105774425e-12	CEC
Ece1	7,651276588439941	1,2115576267242432	1,9899365889819e-14	2,996224882032926e-12	CEC
Icam1	7,593278408050537	1,3909059762954712	3,119113696704037e-14	4,5451436568694234e-12	CEC
Galnt18	7,497674465179443	2,399144172668457	6,495997743937074e-14	9,33382075835987e-12	CEC
Ripply3	7,4622297286987305	2,5446412563323975	8,50703984865563e-14	1,2017388595193584e-11	CEC
Kank3	7,434706687927246	1,9419498443603516	1,0480029467015241e-13	1,4527422267686555e-11	CEC
Hyal2	7,434266567230225	2,09842586517334	1,051497654690377e-13	1,4527422267686555e-11	CEC
Prickle1	7,433040142059326	3,0866637229919434	1,0612962524876008e-13	1,458267446382553e-11	CEC
Ppp2r5a	7,423264026641846	1,5706963539123535	1,1426850193968605e-13	1,5615660224311988e-11	CEC
Pitpnc1	7,409715175628662	1,9987101554870605	1,2657083997180312e-13	1,720337173562697e-11	CEC
Egflam	7,383403778076172	4,403237342834473	1,542932841476951e-13	2,0858627042439747e-11	CEC
Nectin3	7,350020885467529	3,2894468307495117	1,9817580451355957e-13	2,664775724328051e-11	CEC
Plpp3	7,208044052124023	1,722303032875061	5,676124727860029e-13	7,551648480531239e-11	CEC
Clstn1	7,193541049957275	1,8274116516113281	6,313226219804974e-13	8,355056489315583e-11	CEC
Nostrin	7,177712440490723	2,3560688495635986	7,088751607680429e-13	9,293083660390392e-11	CEC
Rapgef3	7,1716694831848145	3,091398239135742	7,408851673813922e-13	9,652620483836843e-11	CEC
Bicd2	7,155065059661865	2,0508604049682617	8,363336420975537e-13	1,0840004861104633e-10	CEC
Ackr2	7,154164791107178	3,7074227333068848	8,418381894433347e-13	1,0855395524898795e-10	CEC
Atp2b1	7,14042329788208	0,9588507413864136	9,30440488206488e-13	1,1936696977526603e-10	CEC
Carhsp1	7,127304553985596	2,0394015312194824	1,0235355490840616e-12	1,3064366183613566e-10	CEC
Impdh1	7,124624252319336	2,844712734222412	1,0436496294414236e-12	1,3253823198133633e-10	CEC
Ripor1	7,119882106781006	2,070587396621704	1,0801935653409436e-12	1,3648978492712576e-10	CEC
Prickle2	7,103771686553955	2,9915964603424072	1,213972196507962e-12	1,526266544059635e-10	CEC
Csgalnact1	7,097620487213135	3,918185234069824	1,2692319960953896e-12	1,587802912528287e-10	CEC
Cnn3	7,0788350105285645	2,474973201751709	1,4537145061640894e-12	1,804659835727461e-10	CEC
Tmcc3	7,07852840423584	1,8848952054977417	1,4569335718937148e-12	1,804659835727461e-10	CEC
Tmbim1	7,073237419128418	1,59438955783844	1,5136030403366984e-12	1,8656641396699156e-10	CEC
4931406P16Rik	7,0707502365112305	1,927375078201294	1,5409848446840949e-12	1,8901494594917836e-10	CEC
Anxa3	7,053636074066162	1,5326483249664307	1,7430212079624196e-12	2,1275858385541282e-10	CEC
Rhoc	7,050995349884033	2,043919563293457	1,7764245348631494e-12	2,157883813001637e-10	CEC
Tecpr1	6,985194206237793	1,5870903730392456	2,844624753829899e-12	3,4223966236867375e-10	CEC
Tcf4	6,951692581176758	1,4083973169326782	3,609290978433836e-12	4,321696269177086e-10	CEC
Rapgef5	6,923487186431885	1,5425138473510742	4,4065910430920514e-12	5,251361695665859e-10	CEC
Rasa4	6,8790130615234375	3,1467044353485107	6,0268625548731075e-12	7,081563501975901e-10	CEC
Msn	6,85730504989624	0,9445070624351501	7,0171639365396266e-12	8,168823480754116e-10	CEC
Plec	6,825292110443115	1,518092155456543	8,774657911867274e-12	1,0088025867744578e-09	CEC
Agfg1	6,770730495452881	2,3013839721679688	1,2813373824259299e-11	1,4395388645993085e-09	CEC
Tgm2	6,758798599243164	1,3593313694000244	1,3914066649027826e-11	1,5549742483991319e-09	CEC
Gnao1	6,747588634490967	4,173027515411377	1,5032246689873128e-11	1,6578326448107888e-09	CEC
Mtus1	6,715961456298828	1,9054949283599854	1,868304395037451e-11	2,0425440875311613e-09	CEC
Qk	6,714804172515869	1,154157042503357	1,8831897717637295e-11	2,0499050567532027e-09	CEC
Lims2	6,692972660064697	3,1635141372680664	2,1868210516137782e-11	2,370155833742606e-09	CEC
Casz1	6,691657066345215	1,9162828922271729	2,2065719319776953e-11	2,38129833603344e-09	CEC
Stxbp1	6,677757263183594	3,103858232498169	2,426264642549954e-11	2,6071976255093418e-09	CEC
Ccnd1	6,638119220733643	1,2910664081573486	3,177107748279121e-11	3,3964725447230298e-09	CEC
Ceacam1	6,637624740600586	2,1598422527313232	3,187780952692921e-11	3,3964725447230298e-09	CEC
Rasal2	6,626844882965088	2,497856616973877	3,429374492623343e-11	3,6384650471313912e-09	CEC
Jcad	6,603663444519043	1,8308014869689941	4,011195315757167e-11	4,23787841238294e-09	CEC
Nav1	6,588398456573486	1,9581506252288818	4,4459547527592136e-11	4,658063844088767e-09	CEC
Laptm4a	6,571828365325928	0,8591235280036926	4,970110463079624e-11	5,185619402246354e-09	CEC
Cep85l	6,562710285186768	2,431765079498291	5,2838501135931594e-11	5,490182277119834e-09	CEC
Stab1	6,522449016571045	1,5253876447677612	6,916854901907713e-11	7,1280457585438285e-09	CEC
Klc1	6,495084285736084	1,6474899053573608	8,298697217184896e-11	8,517173123514865e-09	CEC
Ablim1	6,451376438140869	1,1367006301879883	1,108386824746035e-10	1,12835573717567e-08	CEC
H2-D1	6,407085418701172	0,5384016036987305	1,4832766534687352e-10	1,497871142629371e-08	CEC
Pltp	6,39137077331543	0,8656679391860962	1,6440525282030002e-10	1,6535880328665775e-08	CEC
Raph1	6,375715255737305	1,8876163959503174	1,821109679209602e-10	1,8243746168814917e-08	CEC
Cd151	6,33953857421875	1,8468809127807617	2,304541422848602e-10	2,2814052786428387e-08	CEC
Plxna2	6,333891868591309	2,15171480178833	2,390534078064048e-10	2,3572540938400192e-08	CEC
Zfhx3	6,2967753410339355	1,9355674982070923	3,0390085257506083e-10	2,984994897656213e-08	CEC
Col4a2	6,289946556091309	1,448273777961731	3,1757502898983834e-10	3,1071689120426015e-08	CEC
Tmem176a	6,265939235687256	0,9471823573112488	3,7058448203114755e-10	3,5978172975572223e-08	CEC
BC028528	6,231439113616943	1,6643370389938354	4,621696866893653e-10	4,4525888014575057e-08	CEC
Ppp1r16b	6,222721099853516	2,5182271003723145	4,886048716307091e-10	4,6893013347916714e-08	CEC
Ankrd33b	6,192567348480225	2,494016170501709	5,919197103282714e-10	5,659247572701287e-08	CEC
Ushbp1	6,169539451599121	1,616119623184204	6,848924061314356e-10	6,498724359311302e-08	CEC
Afdn	6,160356521606445	1,3888345956802368	7,258125916555031e-10	6,809909558648367e-08	CEC
Hilpda	6,155184268951416	1,638503909111023	7,499019128640635e-10	7,009770854634527e-08	CEC
Bin1	6,154422760009766	1,5501198768615723	7,535137535370575e-10	7,017445678773818e-08	CEC
Plaur	6,125881195068359	1,9159793853759766	9,018310486611436e-10	8,367727571433378e-08	CEC
Pphln1	6,121445655822754	2,9205780029296875	9,273017069991448e-10	8,572426993563786e-08	CEC
